cpt, raw_angle, angle
83717, 1.478758, 344.6609
83718, 1.472238, 344.6673
83719, 1.466102, 344.6735
83720, 1.459583, 344.6798
83721, 1.45383, 344.6861
83722, 1.447311, 344.6924
83723, 1.442709, 344.6986
83724, 1.436573, 344.7049
83725, 1.430821, 344.7112
83726, 1.424685, 344.7175
83727, 1.417782, 344.7238
83728, 1.41318, 344.7301
83729, 1.407811, 344.7364
83730, 1.400908, 344.7426
83731, 1.397073, 344.7489
83732, 1.389787, 344.7552
83733, 1.384418, 344.7615
83734, 1.378665, 344.7678
83735, 1.371379, 344.774
83736, 1.364859, 344.7803
83737, 1.359107, 344.7866
83738, 1.353355, 344.7929
83739, 1.346452, 344.7992
83740, 1.339932, 344.8055
83741, 1.33418, 344.8117
83742, 1.328044, 344.818
83743, 1.323058, 344.8243
83744, 1.315772, 344.8306
83745, 1.309636, 344.8369
83746, 1.302733, 344.8432
83747, 1.296214, 344.8495
83748, 1.291612, 344.8557
83749, 1.285859, 344.862
83750, 1.278957, 344.8683
83751, 1.272437, 344.8746
83752, 1.266301, 344.8809
83753, 1.260932, 344.8871
83754, 1.255563, 344.8934
83755, 1.249427, 344.8997
83756, 1.243291, 344.906
83757, 1.236389, 344.9123
83758, 1.230253, 344.9185
83759, 1.2245, 344.9248
83760, 1.217214, 344.9311
83761, 1.211461, 344.9374
83762, 1.205709, 344.9437
83763, 1.199189, 344.95
83764, 1.193437, 344.9563
83765, 1.185767, 344.9626
83766, 1.180398, 344.9688
83767, 1.175413, 344.9751
83768, 1.16851, 344.9814
83769, 1.162757, 344.9877
83770, 1.156621, 344.994
83771, 1.150102, 345.0002
83772, 1.143583, 345.0065
83773, 1.139364, 345.0128
83774, 1.133612, 345.0191
83775, 1.127476, 345.0254
83776, 1.12134, 345.0316
83777, 1.11482, 345.0379
83778, 1.109835, 345.0442
83779, 1.103699, 345.0505
83780, 1.097563, 345.0568
83781, 1.091811, 345.0631
83782, 1.086058, 345.0694
83783, 1.080306, 345.0757
83784, 1.07302, 345.0819
83785, 1.067267, 345.0882
83786, 1.061131, 345.0945
83787, 1.055379, 345.1008
83788, 1.05001, 345.1071
83789, 1.04349, 345.1133
83790, 1.037354, 345.1196
83791, 1.031219, 345.1259
83792, 1.023932, 345.1322
83793, 1.01933, 345.1385
83794, 1.012811, 345.1447
83795, 1.006675, 345.151
83796, 1.000155, 345.1573
83797, 0.9947866, 345.1636
83798, 0.9886506, 345.1699
83799, 0.9825147, 345.1762
83800, 0.9771458, 345.1825
83801, 0.9706264, 345.1888
83802, 0.9641069, 345.195
83803, 0.9575875, 345.2013
83804, 0.9518351, 345.2076
83805, 0.9453157, 345.2139
83806, 0.9391797, 345.2202
83807, 0.9330438, 345.2264
83808, 0.9269079, 345.2327
83809, 0.9196215, 345.239
83810, 0.9127186, 345.2453
83811, 0.9065827, 345.2516
83812, 0.9004467, 345.2578
83813, 0.8939273, 345.2641
83814, 0.8870244, 345.2704
83815, 0.8801215, 345.2767
83816, 0.873602, 345.283
83817, 0.8674662, 345.2893
83818, 0.8601797, 345.2956
83819, 0.8532768, 345.3018
83820, 0.8463739, 345.3081
83821, 0.839471, 345.3144
83822, 0.832568, 345.3207
83823, 0.8260487, 345.327
83824, 0.8195292, 345.3333
83825, 0.8141603, 345.3395
83826, 0.8068739, 345.3459
83827, 0.799971, 345.3521
83828, 0.793835, 345.3584
83829, 0.7873157, 345.3647
83830, 0.7804127, 345.3709
83831, 0.7731263, 345.3772
83832, 0.7666069, 345.3835
83833, 0.760471, 345.3898
83834, 0.7535681, 345.3961
83835, 0.7466651, 345.4024
83836, 0.7393788, 345.4087
83837, 0.7328593, 345.4149
83838, 0.7267234, 345.4212
83839, 0.719437, 345.4275
83840, 0.714835, 345.4338
83841, 0.7075486, 345.4401
83842, 0.7017962, 345.4464
83843, 0.6952768, 345.4526
83844, 0.6883739, 345.4589
83845, 0.683005, 345.4652
83846, 0.6764855, 345.4715
83847, 0.6707331, 345.4778
83848, 0.6642137, 345.484
83849, 0.6588448, 345.4903
83850, 0.6538593, 345.4966
83851, 0.6465729, 345.5029
83852, 0.6419709, 345.5092
83853, 0.6358351, 345.5155
83854, 0.6285486, 345.5218
83855, 0.6239467, 345.5281
83856, 0.6166603, 345.5343
83857, 0.6109079, 345.5406
83858, 0.6059224, 345.5469
83859, 0.599403, 345.5532
83860, 0.5940341, 345.5594
83861, 0.5882816, 345.5657
83862, 0.5821457, 345.572
83863, 0.5760098, 345.5783
83864, 0.5702574, 345.5846
83865, 0.5648884, 345.5909
83866, 0.559136, 345.5971
83867, 0.5533836, 345.6034
83868, 0.5480146, 345.6097
83869, 0.5418787, 345.616
83870, 0.5353593, 345.6223
83871, 0.5307574, 345.6286
83872, 0.5250049, 345.6349
83873, 0.5200195, 345.6411
83874, 0.5138836, 345.6474
83875, 0.5073642, 345.6537
83876, 0.5016117, 345.66
83877, 0.4966263, 345.6663
83878, 0.4908738, 345.6725
83879, 0.4851214, 345.6788
83880, 0.479369, 345.6851
83881, 0.4736166, 345.6914
83882, 0.4667137, 345.6977
83883, 0.4617282, 345.7039
83884, 0.4544418, 345.7102
83885, 0.4479224, 345.7165
83886, 0.44217, 345.7228
83887, 0.4364175, 345.7291
83888, 0.4306651, 345.7354
83889, 0.4241457, 345.7417
83890, 0.4180098, 345.748
83891, 0.4114904, 345.7542
83892, 0.4065049, 345.7605
83893, 0.399602, 345.7668
83894, 0.394233, 345.7731
83895, 0.3869466, 345.7794
83896, 0.3811942, 345.7856
83897, 0.3750583, 345.7919
83898, 0.3696894, 345.7982
83899, 0.3627864, 345.8045
83900, 0.3558835, 345.8108
83901, 0.3505146, 345.817
83902, 0.3424612, 345.8233
83903, 0.3370923, 345.8297
83904, 0.3301894, 345.8359
83905, 0.3232864, 345.8422
83906, 0.3171505, 345.8485
83907, 0.3102476, 345.8548
83908, 0.3033447, 345.8611
83909, 0.2968253, 345.8673
83910, 0.2910728, 345.8736
83911, 0.2830195, 345.8799
83912, 0.2768835, 345.8862
83913, 0.2699806, 345.8925
83914, 0.2623107, 345.8987
83915, 0.2565583, 345.905
83916, 0.2508059, 345.9113
83917, 0.2427525, 345.9176
83918, 0.2366165, 345.9239
83919, 0.2297136, 345.9301
83920, 0.2228107, 345.9364
83921, 0.2174418, 345.9427
83922, 0.2093884, 345.949
83923, 0.2032524, 345.9553
83924, 0.1955826, 345.9616
83925, 0.1886796, 345.9679
83926, 0.1817767, 345.9742
83927, 0.1752573, 345.9804
83928, 0.1691214, 345.9867
83929, 0.1614515, 345.993
83930, 0.1549321, 345.9993
83931, 0.1468787, 346.0056
83932, 0.1415097, 346.0118
83933, 0.1326893, 346.0181
83934, 0.1257864, 346.0244
83935, 0.119267, 346.0307
83936, 0.1131311, 346.037
83937, 0.1062282, 346.0432
83938, 0.09894176, 346.0495
83939, 0.09318934, 346.0558
83940, 0.08628642, 346.0621
83941, 0.07938351, 346.0684
83942, 0.07248059, 346.0747
83943, 0.06634467, 346.081
83944, 0.06059224, 346.0872
83945, 0.05330583, 346.0935
83946, 0.04832039, 346.0998
83947, 0.04141748, 346.1061
83948, 0.03336408, 346.1124
83949, 0.02761165, 346.1187
83950, 0.02185923, 346.1249
83951, 0.01495631, 346.1312
83952, 0.008820389, 346.1375
83953, 0.002684466, 346.1438
83954, 6.277816, 346.1501
83955, 6.271297, 346.1563
83956, 6.265161, 346.1626
83957, 6.259025, 346.1689
83958, 6.253273, 346.1752
83959, 6.24637, 346.1815
83960, 6.241001, 346.1878
83961, 6.234098, 346.1941
83962, 6.227962, 346.2003
83963, 6.221443, 346.2066
83964, 6.21569, 346.2129
83965, 6.209554, 346.2192
83966, 6.203418, 346.2255
83967, 6.197666, 346.2318
83968, 6.191914, 346.238
83969, 6.185394, 346.2443
83970, 6.179258, 346.2506
83971, 6.173506, 346.2569
83972, 6.16852, 346.2632
83973, 6.162385, 346.2694
83974, 6.156249, 346.2757
83975, 6.149345, 346.282
83976, 6.142826, 346.2883
83977, 6.137841, 346.2946
83978, 6.131705, 346.3009
83979, 6.125569, 346.3072
83980, 6.1202, 346.3134
83981, 6.113297, 346.3197
83982, 6.107161, 346.326
83983, 6.102942, 346.3323
83984, 6.096423, 346.3386
83985, 6.08952, 346.3448
83986, 6.083768, 346.3511
83987, 6.078015, 346.3574
83988, 6.072263, 346.3637
83989, 6.066511, 346.37
83990, 6.061525, 346.3763
83991, 6.055773, 346.3825
83992, 6.049253, 346.3888
83993, 6.045418, 346.3951
83994, 6.038132, 346.4014
