cpt, raw_angle, angle
81856, 0.6239467, 332.968
81857, 0.6181943, 332.9742
81858, 0.6112913, 332.9805
81859, 0.6055389, 332.9868
81860, 0.599403, 332.9931
81861, 0.5928836, 332.9994
81862, 0.5871311, 333.0056
81863, 0.5802282, 333.0119
81864, 0.5752428, 333.0182
81865, 0.5683399, 333.0245
81866, 0.5637379, 333.0308
81867, 0.5579855, 333.037
81868, 0.5503156, 333.0433
81869, 0.5445632, 333.0496
81870, 0.5384272, 333.0559
81871, 0.5338253, 333.0622
81872, 0.5273059, 333.0685
81873, 0.521937, 333.0748
81874, 0.5154175, 333.0811
81875, 0.5088981, 333.0873
81876, 0.5042962, 333.0936
81877, 0.4981603, 333.0999
81878, 0.4927913, 333.1062
81879, 0.4874224, 333.1125
81880, 0.479369, 333.1187
81881, 0.4740001, 333.125
81882, 0.4678641, 333.1313
81883, 0.4628787, 333.1376
81884, 0.4563593, 333.1439
81885, 0.4486894, 333.1501
81886, 0.4444709, 333.1564
81887, 0.436801, 333.1627
81888, 0.4318156, 333.169
81889, 0.4249127, 333.1753
81890, 0.4187768, 333.1816
81891, 0.4122573, 333.1879
81892, 0.4068884, 333.1942
81893, 0.4015195, 333.2004
81894, 0.3934661, 333.2067
81895, 0.3884806, 333.213
81896, 0.3815777, 333.2193
81897, 0.3746748, 333.2256
81898, 0.3696894, 333.2318
81899, 0.3620195, 333.2381
81900, 0.3558835, 333.2444
81901, 0.3497476, 333.2507
81902, 0.3428447, 333.257
81903, 0.3370923, 333.2632
81904, 0.3290389, 333.2695
81905, 0.322136, 333.2758
81906, 0.3152331, 333.2821
81907, 0.3087136, 333.2884
81908, 0.3021942, 333.2947
81909, 0.2945243, 333.301
81910, 0.2876214, 333.3073
81911, 0.2807185, 333.3135
81912, 0.2738156, 333.3198
81913, 0.2672962, 333.3261
81914, 0.2592427, 333.3324
81915, 0.2515728, 333.3387
81916, 0.2469709, 333.3449
81917, 0.2381505, 333.3512
81918, 0.2308641, 333.3575
81919, 0.2254952, 333.3638
81920, 0.2178253, 333.3701
81921, 0.2120728, 333.3763
81922, 0.2040194, 333.3826
81923, 0.196733, 333.3889
81924, 0.1882961, 333.3952
81925, 0.1817767, 333.4015
81926, 0.1752573, 333.4078
81927, 0.1679709, 333.4141
81928, 0.161068, 333.4203
81929, 0.1530146, 333.4266
81930, 0.1461117, 333.4329
81931, 0.1384418, 333.4392
81932, 0.1311554, 333.4455
81933, 0.1246359, 333.4518
81934, 0.116199, 333.458
81935, 0.1104466, 333.4644
81936, 0.1023932, 333.4706
81937, 0.09472331, 333.4769
81938, 0.08858739, 333.4832
81939, 0.08168448, 333.4894
81940, 0.07439807, 333.4957
81941, 0.06749515, 333.502
81942, 0.06059224, 333.5083
81943, 0.05330583, 333.5146
81944, 0.04601942, 333.5209
81945, 0.03873302, 333.5272
81946, 0.03298059, 333.5334
81947, 0.02684466, 333.5397
81948, 0.01955825, 333.546
81949, 0.01303884, 333.5523
81950, 0.006519418, 333.5586
81951, 6.282418, 333.5648
81952, 6.276666, 333.5711
81953, 6.268229, 333.5774
81954, 6.26171, 333.5837
81955, 6.25404, 333.59
81956, 6.24637, 333.5963
81957, 6.240234, 333.6025
81958, 6.234865, 333.6088
81959, 6.227962, 333.6151
81960, 6.221059, 333.6214
81961, 6.213389, 333.6277
81962, 6.20687, 333.634
81963, 6.201501, 333.6403
81964, 6.194598, 333.6465
81965, 6.187312, 333.6528
81966, 6.181176, 333.6591
81967, 6.174656, 333.6654
81968, 6.16852, 333.6717
81969, 6.162385, 333.6779
81970, 6.157015, 333.6842
81971, 6.150113, 333.6905
81972, 6.143593, 333.6968
81973, 6.137074, 333.7031
81974, 6.129787, 333.7094
81975, 6.122884, 333.7156
81976, 6.118282, 333.722
81977, 6.112146, 333.7282
81978, 6.10601, 333.7345
81979, 6.098724, 333.7408
81980, 6.092205, 333.7471
81981, 6.086452, 333.7534
81982, 6.0807, 333.7596
81983, 6.074564, 333.7659
81984, 6.068428, 333.7722
81985, 6.062292, 333.7785
81986, 6.056156, 333.7848
81987, 6.050787, 333.791
81988, 6.044652, 333.7973
81989, 6.038132, 333.8036
81990, 6.032763, 333.8099
81991, 6.02701, 333.8162
81992, 6.021258, 333.8224
81993, 6.015889, 333.8287
81994, 6.010137, 333.835
81995, 6.004385, 333.8413
81996, 5.997865, 333.8476
81997, 5.991729, 333.8539
81998, 5.987127, 333.8602
81999, 5.979841, 333.8664
82000, 5.974088, 333.8727
82001, 5.968336, 333.879
82002, 5.9622, 333.8853
82003, 5.956448, 333.8916
82004, 5.950695, 333.8979
82005, 5.944559, 333.9041
82006, 5.93919, 333.9104
82007, 5.933821, 333.9167
82008, 5.927685, 333.923
82009, 5.921933, 333.9293
82010, 5.917715, 333.9355
82011, 5.910428, 333.9418
82012, 5.904292, 333.9481
82013, 5.898923, 333.9544
82014, 5.893938, 333.9607
82015, 5.888569, 333.967
82016, 5.883584, 333.9733
82017, 5.878214, 333.9795
82018, 5.872462, 333.9858
82019, 5.867093, 333.9921
82020, 5.86019, 333.9984
82021, 5.855972, 334.0047
82022, 5.850219, 334.011
82023, 5.843316, 334.0172
82024, 5.837947, 334.0235
82025, 5.831045, 334.0298
82026, 5.825675, 334.0361
82027, 5.821074, 334.0424
82028, 5.814938, 334.0486
82029, 5.808802, 334.0549
82030, 5.8042, 334.0612
82031, 5.79768, 334.0675
82032, 5.793462, 334.0738
82033, 5.786559, 334.0801
82034, 5.780807, 334.0864
82035, 5.775438, 334.0926
82036, 5.768535, 334.0989
82037, 5.763549, 334.1052
82038, 5.757797, 334.1115
82039, 5.752045, 334.1178
82040, 5.747443, 334.1241
82041, 5.741307, 334.1303
82042, 5.73402, 334.1366
82043, 5.729418, 334.1429
82044, 5.723282, 334.1492
82045, 5.71753, 334.1555
82046, 5.711778, 334.1617
82047, 5.706409, 334.168
82048, 5.700273, 334.1743
82049, 5.69452, 334.1806
82050, 5.688384, 334.1869
82051, 5.683399, 334.1932
82052, 5.675345, 334.1995
82053, 5.668826, 334.2057
82054, 5.663074, 334.212
82055, 5.658088, 334.2183
82056, 5.650802, 334.2246
82057, 5.646583, 334.2309
82058, 5.641214, 334.2372
82059, 5.635845, 334.2434
82060, 5.627792, 334.2497
82061, 5.623574, 334.256
82062, 5.616287, 334.2623
82063, 5.610918, 334.2686
82064, 5.604015, 334.2748
82065, 5.59903, 334.2811
82066, 5.593277, 334.2874
82067, 5.588292, 334.2937
82068, 5.580239, 334.3
82069, 5.575253, 334.3063
82070, 5.568734, 334.3125
82071, 5.562981, 334.3188
82072, 5.556462, 334.3251
82073, 5.548409, 334.3314
82074, 5.54304, 334.3377
82075, 5.53652, 334.344
82076, 5.529617, 334.3503
82077, 5.522714, 334.3565
82078, 5.516578, 334.3628
82079, 5.510442, 334.3691
82080, 5.505074, 334.3754
82081, 5.498938, 334.3817
82082, 5.491651, 334.3879
82083, 5.485515, 334.3942
82084, 5.478612, 334.4005
82085, 5.472093, 334.4068
82086, 5.46519, 334.4131
82087, 5.459438, 334.4194
82088, 5.453685, 334.4256
82089, 5.446015, 334.4319
82090, 5.440646, 334.4382
82091, 5.432976, 334.4445
82092, 5.427224, 334.4508
82093, 5.421088, 334.4571
82094, 5.414185, 334.4633
82095, 5.408049, 334.4696
82096, 5.401146, 334.4759
82097, 5.393476, 334.4822
82098, 5.387724, 334.4885
82099, 5.379671, 334.4948
82100, 5.373535, 334.501
82101, 5.366632, 334.5073
82102, 5.358962, 334.5136
82103, 5.351676, 334.5199
82104, 5.345923, 334.5262
82105, 5.338637, 334.5325
82106, 5.332884, 334.5387
82107, 5.326365, 334.545
82108, 5.319845, 334.5513
82109, 5.312943, 334.5576
82110, 5.306039, 334.5639
82111, 5.299903, 334.5702
82112, 5.293384, 334.5764
82113, 5.286098, 334.5827
82114, 5.280345, 334.589
82115, 5.274976, 334.5953
82116, 5.268074, 334.6016
82117, 5.26117, 334.6078
82118, 5.252734, 334.6141
82119, 5.246598, 334.6204
82120, 5.240078, 334.6267
82121, 5.233943, 334.633
82122, 5.226273, 334.6393
82123, 5.22052, 334.6456
82124, 5.214001, 334.6518
82125, 5.206714, 334.6581
82126, 5.201729, 334.6644
82127, 5.194059, 334.6707
82128, 5.189074, 334.677
82129, 5.18217, 334.6833
82130, 5.173734, 334.6896
82131, 5.169515, 334.6958
82132, 5.162229, 334.7021
82133, 5.156476, 334.7084
82134, 5.150724, 334.7147
82135, 5.144205, 334.7209
82136, 5.139219, 334.7272
82137, 5.131933, 334.7335
82138, 5.12618, 334.7398
82139, 5.119661, 334.7461
82140, 5.113142, 334.7524
82141, 5.106622, 334.7587
82142, 5.100102, 334.7649
82143, 5.094734, 334.7712
82144, 5.087831, 334.7775
82145, 5.080928, 334.7838
82146, 5.075559, 334.7901
82147, 5.068656, 334.7964
82148, 5.06252, 334.8026
82149, 5.056001, 334.8089
82150, 5.050632, 334.8152
82151, 5.044112, 334.8215
82152, 5.03721, 334.8278
82153, 5.031074, 334.834
82154, 5.025704, 334.8403
82155, 5.019185, 334.8466
82156, 5.013049, 334.8529
82157, 5.00653, 334.8592
82158, 5.000394, 334.8655
82159, 4.994641, 334.8717
82160, 4.989656, 334.8781
82161, 4.981219, 334.8843
82162, 4.976233, 334.8906
82163, 4.969714, 334.8969
82164, 4.963578, 334.9032
82165, 4.957826, 334.9095
82166, 4.950923, 334.9157
82167, 4.94402, 334.922
82168, 4.936734, 334.9283
82169, 4.932132, 334.9346
82170, 4.924462, 334.9409
82171, 4.919093, 334.9471
82172, 4.912573, 334.9534
82173, 4.905671, 334.9597
82174, 4.898767, 334.966
82175, 4.893399, 334.9723
82176, 4.887263, 334.9786
82177, 4.88036, 334.9848
82178, 4.874608, 334.9911
82179, 4.867321, 334.9974
82180, 4.861952, 335.0037
82181, 4.855816, 335.01
82182, 4.849297, 335.0163
82183, 4.843928, 335.0226
82184, 4.837025, 335.0288
82185, 4.830889, 335.0351
82186, 4.824369, 335.0414
82187, 4.818233, 335.0477
82188, 4.812481, 335.054
82189, 4.804811, 335.0602
82190, 4.799826, 335.0666
82191, 4.793306, 335.0728
82192, 4.786787, 335.0791
82193, 4.779884, 335.0854
82194, 4.773365, 335.0917
82195, 4.766845, 335.0979
82196, 4.760709, 335.1042
82197, 4.755341, 335.1105
82198, 4.748054, 335.1168
82199, 4.741535, 335.1231
82200, 4.735782, 335.1294
82201, 4.729263, 335.1357
82202, 4.723127, 335.1419
82203, 4.717374, 335.1482
82204, 4.710088, 335.1545
82205, 4.704719, 335.1608
82206, 4.698967, 335.1671
82207, 4.692447, 335.1733
82208, 4.686311, 335.1796
82209, 4.680175, 335.1859
82210, 4.674039, 335.1922
82211, 4.668287, 335.1985
82212, 4.661384, 335.2048
82213, 4.654865, 335.211
82214, 4.648345, 335.2173
82215, 4.641442, 335.2236
82216, 4.63569, 335.2299
82217, 4.628787, 335.2362
82218, 4.622268, 335.2425
82219, 4.615748, 335.2487
82220, 4.608845, 335.2551
82221, 4.602709, 335.2613
82222, 4.595423, 335.2676
82223, 4.590821, 335.2739
82224, 4.584301, 335.2802
82225, 4.576248, 335.2864
82226, 4.570879, 335.2927
82227, 4.56321, 335.299
82228, 4.558224, 335.3053
82229, 4.551704, 335.3116
82230, 4.546336, 335.3178
82231, 4.539049, 335.3241
82232, 4.532146, 335.3304
82233, 4.525627, 335.3367
82234, 4.518724, 335.343
82235, 4.513355, 335.3493
82236, 4.504535, 335.3556
82237, 4.499166, 335.3618
82238, 4.49303, 335.3681
82239, 4.486894, 335.3744
82240, 4.479224, 335.3807
82241, 4.473088, 335.387
82242, 4.466568, 335.3932
82243, 4.458899, 335.3995
82244, 4.453146, 335.4058
82245, 4.446627, 335.4121
82246, 4.438573, 335.4184
82247, 4.432821, 335.4247
82248, 4.427452, 335.4309
82249, 4.421316, 335.4373
82250, 4.41403, 335.4435
82251, 4.407127, 335.4498
82252, 4.400608, 335.4561
82253, 4.393704, 335.4624
82254, 4.388719, 335.4687
82255, 4.381816, 335.4749
82256, 4.376447, 335.4812
82257, 4.369545, 335.4875
82258, 4.363025, 335.4938
82259, 4.356889, 335.5001
82260, 4.349986, 335.5063
82261, 4.344234, 335.5126
82262, 4.336947, 335.5189
82263, 4.331962, 335.5252
82264, 4.325059, 335.5315
82265, 4.31854, 335.5378
82266, 4.312404, 335.544
82267, 4.306268, 335.5503
82268, 4.300132, 335.5566
82269, 4.293612, 335.5629
82270, 4.28786, 335.5692
82271, 4.281724, 335.5755
82272, 4.276739, 335.5818
82273, 4.269835, 335.588
82274, 4.264467, 335.5943
82275, 4.259098, 335.6006
82276, 4.252962, 335.6069
82277, 4.249127, 335.6132
82278, 4.242224, 335.6194
82279, 4.233787, 335.6258
82280, 4.229568, 335.632
82281, 4.223049, 335.6383
82282, 4.219214, 335.6446
82283, 4.213078, 335.6509
82284, 4.206942, 335.6571
82285, 4.199656, 335.6634
82286, 4.193903, 335.6697
82287, 4.188151, 335.676
82288, 4.182015, 335.6823
82289, 4.175879, 335.6886
82290, 4.169743, 335.6949
82291, 4.164374, 335.7011
82292, 4.159389, 335.7074
82293, 4.152486, 335.7137
82294, 4.147501, 335.72
82295, 4.141365, 335.7263
82296, 4.135996, 335.7325
82297, 4.129476, 335.7388
82298, 4.124491, 335.7451
82299, 4.117588, 335.7514
82300, 4.112986, 335.7577
82301, 4.10685, 335.7639
82302, 4.101098, 335.7702
82303, 4.094962, 335.7765
82304, 4.09036, 335.7828
82305, 4.08384, 335.7891
82306, 4.077704, 335.7954
82307, 4.072336, 335.8017
82308, 4.065816, 335.808
82309, 4.060447, 335.8142
82310, 4.054695, 335.8205
82311, 4.048175, 335.8268
82312, 4.042806, 335.8331
82313, 4.03552, 335.8394
82314, 4.029768, 335.8456
82315, 4.025549, 335.8519
82316, 4.017879, 335.8582
82317, 4.012127, 335.8645
82318, 4.006374, 335.8708
82319, 4.000238, 335.877
82320, 3.994486, 335.8833
82321, 3.989117, 335.8896
82322, 3.981831, 335.8959
82323, 3.977229, 335.9022
82324, 3.970326, 335.9085
82325, 3.964957, 335.9148
82326, 3.958821, 335.9211
82327, 3.953068, 335.9274
82328, 3.9477, 335.9336
82329, 3.941564, 335.9399
82330, 3.935811, 335.9462
82331, 3.928908, 335.9525
82332, 3.923156, 335.9587
82333, 3.91702, 335.965
82334, 3.910501, 335.9713
82335, 3.905132, 335.9776
82336, 3.897845, 335.9839
82337, 3.89286, 335.9901
82338, 3.887107, 335.9964
82339, 3.880971, 336.0027
82340, 3.874835, 336.009
82341, 3.869083, 336.0153
82342, 3.862947, 336.0216
82343, 3.857195, 336.0279
82344, 3.851826, 336.0341
82345, 3.844923, 336.0404
82346, 3.838403, 336.0467
82347, 3.834185, 336.053
82348, 3.828433, 336.0593
82349, 3.822297, 336.0656
82350, 3.816928, 336.0718
82351, 3.811942, 336.0781
82352, 3.806957, 336.0844
82353, 3.801971, 336.0907
82354, 3.795452, 336.097
82355, 3.788933, 336.1032
82356, 3.782797, 336.1095
82357, 3.778578, 336.1158
82358, 3.772826, 336.1221
82359, 3.767457, 336.1284
82360, 3.762088, 336.1347
82361, 3.756719, 336.141
82362, 3.750967, 336.1472
82363, 3.744831, 336.1535
82364, 3.739078, 336.1598
82365, 3.734093, 336.1661
82366, 3.730258, 336.1724
82367, 3.723355, 336.1786
82368, 3.717986, 336.1849
82369, 3.712617, 336.1912
82370, 3.709166, 336.1975
82371, 3.702263, 336.2038
82372, 3.697661, 336.2101
82373, 3.692292, 336.2163
82374, 3.686539, 336.2226
82375, 3.681554, 336.2289
82376, 3.676569, 336.2352
82377, 3.671967, 336.2415
82378, 3.665831, 336.2478
82379, 3.659695, 336.2541
82380, 3.654326, 336.2603
82381, 3.648957, 336.2666
82382, 3.643588, 336.2729
82383, 3.637452, 336.2792
82384, 3.632467, 336.2855
82385, 3.626331, 336.2917
82386, 3.619811, 336.298
82387, 3.614442, 336.3043
82388, 3.608306, 336.3106
82389, 3.602937, 336.3169
82390, 3.598719, 336.3232
82391, 3.591433, 336.3294
82392, 3.58568, 336.3357
82393, 3.581078, 336.342
82394, 3.575326, 336.3483
82395, 3.568806, 336.3546
82396, 3.562287, 336.3609
82397, 3.556535, 336.3672
82398, 3.550782, 336.3734
82399, 3.54503, 336.3797
82400, 3.539277, 336.386
82401, 3.533525, 336.3923
82402, 3.525471, 336.3986
82403, 3.519336, 336.4048
82404, 3.513967, 336.4111
82405, 3.507447, 336.4174
82406, 3.499777, 336.4237
82407, 3.493641, 336.43
82408, 3.487505, 336.4362
82409, 3.482903, 336.4425
82410, 3.475617, 336.4488
82411, 3.468331, 336.4551
82412, 3.461044, 336.4614
82413, 3.454141, 336.4677
82414, 3.448772, 336.474
82415, 3.441486, 336.4803
82416, 3.434583, 336.4865
82417, 3.429598, 336.4928
82418, 3.421161, 336.4991
82419, 3.415025, 336.5054
82420, 3.408505, 336.5117
82421, 3.401219, 336.5179
82422, 3.393549, 336.5242
82423, 3.38703, 336.5305
82424, 3.380127, 336.5368
82425, 3.373224, 336.5431
82426, 3.365937, 336.5493
82427, 3.357884, 336.5556
82428, 3.352132, 336.5619
82429, 3.343311, 336.5682
82430, 3.335258, 336.5745
82431, 3.327588, 336.5808
82432, 3.319535, 336.5871
82433, 3.313399, 336.5934
82434, 3.305345, 336.5996
82435, 3.298059, 336.6059
82436, 3.289238, 336.6122
82437, 3.281952, 336.6185
82438, 3.273515, 336.6248
82439, 3.265078, 336.631
82440, 3.258175, 336.6373
82441, 3.248971, 336.6436
82442, 3.242835, 336.6499
82443, 3.233632, 336.6562
82444, 3.226345, 336.6624
82445, 3.217908, 336.6687
82446, 3.210238, 336.675
82447, 3.202185, 336.6813
82448, 3.194132, 336.6876
82449, 3.184928, 336.6939
82450, 3.178408, 336.7002
82451, 3.169204, 336.7065
82452, 3.16, 336.7127
82453, 3.153864, 336.719
82454, 3.14351, 336.7253
82455, 3.136224, 336.7316
82456, 3.127403, 336.7379
82457, 3.120117, 336.7441
82458, 3.11168, 336.7504
82459, 3.103243, 336.7567
82460, 3.093656, 336.763
82461, 3.085986, 336.7693
82462, 3.078699, 336.7755
82463, 3.072563, 336.7818
82464, 3.06336, 336.7881
82465, 3.056073, 336.7944
82466, 3.04802, 336.8007
82467, 3.04035, 336.807
82468, 3.03268, 336.8133
82469, 3.025777, 336.8195
82470, 3.017724, 336.8258
82471, 3.011588, 336.8321
82472, 3.003534, 336.8384
82473, 2.995097, 336.8447
82474, 2.988961, 336.851
82475, 2.981675, 336.8572
82476, 2.974005, 336.8635
82477, 2.967486, 336.8698
82478, 2.958665, 336.8761
82479, 2.952913, 336.8824
82480, 2.94716, 336.8886
82481, 2.939491, 336.8949
82482, 2.932204, 336.9012
82483, 2.924151, 336.9075
82484, 2.919549, 336.9138
82485, 2.912262, 336.9201
82486, 2.90766, 336.9264
82487, 2.899991, 336.9326
82488, 2.893471, 336.9389
82489, 2.887335, 336.9452
82490, 2.882733, 336.9515
82491, 2.875447, 336.9578
82492, 2.869694, 336.9641
82493, 2.863942, 336.9703
82494, 2.85934, 336.9766
82495, 2.853204, 336.9829
82496, 2.846685, 336.9892
82497, 2.840549, 336.9955
82498, 2.834029, 337.0017
82499, 2.829811, 337.008
82500, 2.824442, 337.0143
82501, 2.817539, 337.0206
82502, 2.811787, 337.0269
82503, 2.807568, 337.0332
82504, 2.799515, 337.0395
82505, 2.79568, 337.0457
82506, 2.789544, 337.052
82507, 2.783792, 337.0583
82508, 2.78034, 337.0646
82509, 2.775355, 337.0709
82510, 2.768835, 337.0771
82511, 2.763083, 337.0834
82512, 2.758481, 337.0897
82513, 2.754262, 337.096
82514, 2.74851, 337.1023
82515, 2.743141, 337.1086
82516, 2.737005, 337.1148
82517, 2.732403, 337.1211
82518, 2.727034, 337.1274
82519, 2.723583, 337.1337
82520, 2.717447, 337.14
82521, 2.711311, 337.1463
82522, 2.706709, 337.1526
82523, 2.700957, 337.1588
82524, 2.696355, 337.1651
82525, 2.690219, 337.1714
82526, 2.683316, 337.1777
82527, 2.680631, 337.184
82528, 2.673728, 337.1902
82529, 2.66836, 337.1965
82530, 2.662607, 337.2028
82531, 2.657622, 337.2091
82532, 2.65302, 337.2154
82533, 2.646884, 337.2216
82534, 2.641131, 337.2279
82535, 2.636146, 337.2342
82536, 2.629243, 337.2405
82537, 2.625025, 337.2468
82538, 2.619272, 337.2531
82539, 2.613903, 337.2594
82540, 2.608151, 337.2657
82541, 2.602015, 337.2719
82542, 2.597029, 337.2782
82543, 2.59166, 337.2845
82544, 2.585525, 337.2908
82545, 2.579772, 337.2971
82546, 2.57517, 337.3033
82547, 2.567117, 337.3096
82548, 2.560981, 337.3159
82549, 2.555612, 337.3222
82550, 2.549093, 337.3285
82551, 2.54334, 337.3347
82552, 2.537971, 337.341
82553, 2.530301, 337.3473
82554, 2.524549, 337.3536
82555, 2.518796, 337.3599
82556, 2.512661, 337.3662
82557, 2.506908, 337.3725
82558, 2.501156, 337.3788
82559, 2.494636, 337.385
82560, 2.489651, 337.3913
82561, 2.481981, 337.3976
82562, 2.476612, 337.4039
82563, 2.469326, 337.4102
82564, 2.46434, 337.4164
82565, 2.457054, 337.4227
82566, 2.450151, 337.429
82567, 2.444015, 337.4353
82568, 2.437879, 337.4416
82569, 2.430976, 337.4478
82570, 2.426374, 337.4541
82571, 2.417937, 337.4604
82572, 2.411418, 337.4667
82573, 2.404898, 337.473
82574, 2.397995, 337.4793
82575, 2.391093, 337.4856
82576, 2.38419, 337.4919
82577, 2.376903, 337.4981
82578, 2.37, 337.5044
82579, 2.363481, 337.5107
82580, 2.357345, 337.517
82581, 2.351976, 337.5233
82582, 2.344306, 337.5296
82583, 2.33702, 337.5358
82584, 2.3305, 337.5421
82585, 2.324364, 337.5484
82586, 2.317078, 337.5547
82587, 2.311709, 337.5609
82588, 2.304423, 337.5672
82589, 2.297903, 337.5735
82590, 2.290617, 337.5798
82591, 2.282947, 337.5861
82592, 2.276811, 337.5924
82593, 2.269908, 337.5987
82594, 2.262238, 337.6049
82595, 2.256869, 337.6112
82596, 2.249199, 337.6175
82597, 2.241529, 337.6238
82598, 2.235777, 337.6301
82599, 2.228491, 337.6364
82600, 2.220821, 337.6426
82601, 2.213151, 337.6489
82602, 2.206248, 337.6552
82603, 2.200112, 337.6615
82604, 2.19436, 337.6678
82605, 2.186306, 337.674
82606, 2.18017, 337.6803
82607, 2.1725, 337.6866
82608, 2.165981, 337.6929
82609, 2.159845, 337.6992
82610, 2.152559, 337.7055
82611, 2.146806, 337.7118
82612, 2.140287, 337.718
82613, 2.133767, 337.7243
82614, 2.127248, 337.7306
82615, 2.119578, 337.7369
82616, 2.113442, 337.7432
82617, 2.106539, 337.7495
82618, 2.099253, 337.7557
82619, 2.09235, 337.762
82620, 2.086597, 337.7683
82621, 2.080845, 337.7746
82622, 2.074709, 337.7809
82623, 2.066656, 337.7871
82624, 2.060136, 337.7934
82625, 2.05285, 337.7997
82626, 2.046714, 337.806
82627, 2.041345, 337.8123
82628, 2.034826, 337.8186
82629, 2.027923, 337.8249
82630, 2.02217, 337.8311
82631, 2.015267, 337.8374
82632, 2.009515, 337.8437
82633, 2.002228, 337.85
82634, 1.997243, 337.8563
82635, 1.991874, 337.8625
82636, 1.984971, 337.8688
82637, 1.978835, 337.8751
82638, 1.973083, 337.8814
82639, 1.966563, 337.8877
82640, 1.960811, 337.894
82641, 1.954675, 337.9002
82642, 1.948539, 337.9065
82643, 1.941636, 337.9128
82644, 1.935117, 337.9191
82645, 1.929748, 337.9254
82646, 1.922078, 337.9317
82647, 1.916325, 337.938
82648, 1.909806, 337.9442
82649, 1.90367, 337.9505
82650, 1.896384, 337.9568
82651, 1.891398, 337.9631
82652, 1.885262, 337.9694
82653, 1.878359, 337.9756
82654, 1.87299, 337.9819
82655, 1.866471, 337.9882
82656, 1.859185, 337.9945
82657, 1.854199, 338.0008
82658, 1.848447, 338.007
82659, 1.842694, 338.0133
82660, 1.835408, 338.0196
82661, 1.830039, 338.0259
82662, 1.825437, 338.0322
82663, 1.819301, 338.0385
82664, 1.812398, 338.0448
82665, 1.804345, 338.0511
82666, 1.798592, 338.0573
82667, 1.793224, 338.0636
82668, 1.785937, 338.0699
82669, 1.781335, 338.0762
82670, 1.774432, 338.0825
82671, 1.768296, 338.0887
82672, 1.761777, 338.095
82673, 1.75449, 338.1013
82674, 1.749122, 338.1076
82675, 1.742219, 338.1139
82676, 1.73685, 338.1201
82677, 1.73033, 338.1264
82678, 1.724194, 338.1327
82679, 1.716908, 338.139
82680, 1.711923, 338.1453
82681, 1.704253, 338.1516
82682, 1.700034, 338.1579
82683, 1.693131, 338.1641
82684, 1.686995, 338.1704
82685, 1.681243, 338.1767
82686, 1.67434, 338.183
82687, 1.668971, 338.1893
82688, 1.662068, 338.1956
82689, 1.655932, 338.2018
82690, 1.649796, 338.2081
82691, 1.643277, 338.2144
82692, 1.637524, 338.2207
82693, 1.630238, 338.227
82694, 1.624869, 338.2332
82695, 1.617966, 338.2395
82696, 1.612597, 338.2458
82697, 1.605694, 338.2521
82698, 1.599558, 338.2584
82699, 1.593806, 338.2647
82700, 1.588054, 338.271
82701, 1.581918, 338.2772
82702, 1.575015, 338.2835
82703, 1.568495, 338.2898
82704, 1.563893, 338.2961
82705, 1.558141, 338.3024
82706, 1.551622, 338.3087
82707, 1.546253, 338.3149
82708, 1.538966, 338.3212
82709, 1.533597, 338.3275
82710, 1.527078, 338.3338
82711, 1.522476, 338.3401
82712, 1.515957, 338.3463
82713, 1.510204, 338.3526
82714, 1.504452, 338.3589
82715, 1.496782, 338.3652
82716, 1.489879, 338.3715
82717, 1.484893, 338.3778
82718, 1.478374, 338.3841
82719, 1.471855, 338.3903
82720, 1.466486, 338.3966
82721, 1.459966, 338.4029
82722, 1.454981, 338.4092
82723, 1.447311, 338.4155
82724, 1.442325, 338.4218
82725, 1.43619, 338.428
82726, 1.42967, 338.4343
82727, 1.424301, 338.4406
82728, 1.419316, 338.4469
82729, 1.412029, 338.4532
82730, 1.407044, 338.4594
82731, 1.400524, 338.4657
82732, 1.394005, 338.472
82733, 1.388253, 338.4783
82734, 1.383267, 338.4846
82735, 1.377131, 338.4909
82736, 1.369461, 338.4972
82737, 1.363709, 338.5034
82738, 1.357573, 338.5097
82739, 1.351821, 338.516
82740, 1.346452, 338.5223
82741, 1.339165, 338.5286
82742, 1.333796, 338.5349
82743, 1.32651, 338.5411
82744, 1.321141, 338.5474
82745, 1.313855, 338.5537
82746, 1.307719, 338.56
82747, 1.301199, 338.5663
82748, 1.295447, 338.5725
82749, 1.288544, 338.5788
82750, 1.283175, 338.5851
82751, 1.277039, 338.5914
82752, 1.27052, 338.5977
82753, 1.264767, 338.604
82754, 1.257864, 338.6102
82755, 1.252879, 338.6165
82756, 1.246359, 338.6228
82757, 1.23984, 338.6291
82758, 1.234471, 338.6354
82759, 1.227952, 338.6417
82760, 1.221816, 338.6479
82761, 1.215296, 338.6542
82762, 1.20916, 338.6605
82763, 1.203024, 338.6668
82764, 1.196122, 338.6731
82765, 1.190369, 338.6794
82766, 1.18385, 338.6856
82767, 1.178481, 338.6919
82768, 1.170811, 338.6982
82769, 1.164291, 338.7045
82770, 1.159306, 338.7108
82771, 1.153937, 338.7171
82772, 1.147801, 338.7233
82773, 1.140898, 338.7296
82774, 1.135529, 338.7359
82775, 1.129393, 338.7422
82776, 1.124024, 338.7485
82777, 1.118272, 338.7548
82778, 1.110986, 338.761
82779, 1.106, 338.7673
82780, 1.099864, 338.7736
82781, 1.094112, 338.7799
82782, 1.087592, 338.7862
82783, 1.082223, 338.7924
82784, 1.075704, 338.7987
82785, 1.069952, 338.805
82786, 1.062665, 338.8113
82787, 1.056913, 338.8176
